epoch,step,training_ergas,training_loss,training_sam,validation_ergas,validation_loss,validation_sam
0,49,7.876039981842041,0.0006629185518249869,8.88012409210205,,,
0,99,7.033724308013916,0.0006429521599784493,7.0768351554870605,,,
0,149,6.873024940490723,0.0004405209911055863,7.533419609069824,,,
0,199,6.71074914932251,0.0003731898032128811,5.945148468017578,,,
0,249,6.571138858795166,0.00043266534339636564,7.658407688140869,,,
0,299,6.96100378036499,0.0004275904502719641,7.395434379577637,,,
0,349,6.536053657531738,0.0003702985413838178,6.712775707244873,,,
0,399,6.738472938537598,0.0003178241604473442,5.915396213531494,,,
0,449,6.761178970336914,0.000347241380950436,7.559974670410156,,,
0,499,5.9219136238098145,0.00033568774233572185,5.364263534545898,,,
0,535,,,,6.374367713928223,0.0003835555398836732,nan
1,549,5.901060104370117,0.00032176374224945903,5.479366779327393,,,
1,599,6.507979393005371,0.00039420067332684994,7.480688095092773,,,
1,649,5.936359882354736,0.0003553415881469846,5.797818183898926,,,
1,699,6.20828104019165,0.00038652424700558186,5.711710453033447,,,
1,749,6.160501480102539,0.00040126629755832255,5.884892463684082,,,
1,799,6.404851913452148,0.0003788928152061999,8.498664855957031,,,
1,849,6.164464473724365,0.0003228241694159806,6.5847883224487305,,,
1,899,5.9085211753845215,0.00029180338606238365,6.194478988647461,,,
1,949,6.293646812438965,0.0002725154045037925,5.435831546783447,,,
1,999,5.878698348999023,0.00039241250487975776,6.2556023597717285,,,
1,1049,6.459664344787598,0.0004037569451611489,6.406117916107178,,,
1,1071,,,,6.214147090911865,0.00036049532354809344,6.199839115142822
2,1099,6.006062984466553,0.00020992817007936537,4.876178741455078,,,
2,1149,6.315011024475098,0.0003847394837066531,5.846280097961426,,,
2,1199,6.15979528427124,0.0003422533336561173,5.9509100914001465,,,
2,1249,5.878393650054932,0.0003100608882959932,5.420346260070801,,,
2,1299,6.398727893829346,0.00032816495513543487,5.685708999633789,,,
2,1349,7.119778633117676,0.0003156861348543316,10.621806144714355,,,
2,1399,5.9332122802734375,0.0003558325697667897,5.621800899505615,,,
2,1449,6.022805213928223,0.0003547650121618062,6.392701625823975,,,
2,1499,6.27066707611084,0.0002864761627279222,5.838675498962402,,,
2,1549,5.647765636444092,0.00036946346517652273,5.596649169921875,,,
2,1599,5.800936222076416,0.0003851957735605538,5.540526390075684,,,
2,1607,,,,6.12161111831665,0.00034344190498813987,6.104623317718506
3,1649,6.540778160095215,0.00035647914046421647,7.012690544128418,,,
3,1699,6.246027946472168,0.00029338381136767566,6.056161403656006,,,
3,1749,6.135631084442139,0.00030853867065161467,5.083130836486816,,,
3,1799,6.250393390655518,0.00039808423025533557,6.129377841949463,,,
3,1849,5.83014440536499,0.0003314791829325259,5.875669002532959,,,
3,1899,6.0657243728637695,0.000345984852174297,5.310935974121094,,,
3,1949,5.927190780639648,0.0002584790054243058,6.430253505706787,,,
3,1999,5.864743232727051,0.0003095126594416797,5.203975200653076,,,
3,2049,6.341049671173096,0.0002927284222096205,6.0526814460754395,,,
3,2099,5.904060363769531,0.00038973972550593317,5.510751247406006,,,
3,2143,,,,6.016705513000488,0.00033090091892518103,6.035226345062256
4,2149,6.835655212402344,0.00029538979288190603,6.154465675354004,,,
4,2199,6.150139331817627,0.00037598609924316406,5.538302898406982,,,
4,2249,6.171360492706299,0.0002750344865489751,4.828549385070801,,,
4,2299,6.381440162658691,0.0002909123431891203,5.450342655181885,,,
4,2349,6.034395694732666,0.00034249393502250314,5.597020626068115,,,
4,2399,6.342537879943848,0.0003705683338921517,6.472121715545654,,,
4,2449,6.075821399688721,0.0002553163794800639,5.243716239929199,,,
4,2499,6.439250946044922,0.00026256911223754287,6.05620002746582,,,
4,2549,6.3651123046875,0.0003114853170700371,6.115938663482666,,,
4,2599,6.033131122589111,0.0003394254017621279,5.355957984924316,,,
4,2649,5.760736465454102,0.000328966008964926,5.012984752655029,,,
4,2679,,,,5.947174549102783,0.000320781662594527,6.032546043395996
5,2699,5.879889011383057,0.00030058491392992437,5.673223495483398,,,
5,2749,6.329993724822998,0.0002771870349533856,7.108335971832275,,,
5,2799,5.858852863311768,0.000323218060657382,5.376523017883301,,,
5,2849,6.146035194396973,0.00030417589005082846,7.549919605255127,,,
5,2899,5.635274887084961,0.00032097185612656176,5.031074523925781,,,
5,2949,6.13002347946167,0.0003162248176522553,6.033077239990234,,,
5,2999,5.59412145614624,0.0002919409307651222,5.363576889038086,,,
5,3049,5.9284443855285645,0.00036933444789610803,5.673954963684082,,,
5,3099,6.164727687835693,0.0002951757633127272,5.099211692810059,,,
5,3149,5.926639080047607,0.000277175655355677,5.157666206359863,,,
5,3199,5.655097961425781,0.0003261215751990676,5.7748517990112305,,,
5,3215,,,,5.862693786621094,0.0003093120758421719,6.00224494934082
6,3249,6.00645112991333,0.00030645591323263943,5.859964370727539,,,
6,3299,5.589608669281006,0.00026207175687886775,4.915369033813477,,,
6,3349,5.187727928161621,0.0003282529942225665,5.337650299072266,,,
6,3399,5.497012615203857,0.00034123921068385243,5.597109794616699,,,
6,3449,6.020567417144775,0.00026072768378071487,5.33267879486084,,,
6,3499,5.677406311035156,0.0003322729025967419,5.17112398147583,,,
6,3549,5.763830661773682,0.0002657780423760414,6.734989166259766,,,
6,3599,6.140084266662598,0.00028975046006962657,5.177567958831787,,,
6,3649,6.151920795440674,0.0002822987735271454,7.570138454437256,,,
6,3699,6.44838809967041,0.00035753502743318677,6.525419235229492,,,
6,3749,6.2796430587768555,0.00029057724168524146,6.285680770874023,,,
6,3751,,,,5.7888641357421875,0.0002978123084176332,5.982835292816162
7,3799,6.468303680419922,0.0003072628751397133,7.6424994468688965,,,
7,3849,6.018243312835693,0.0002884590358007699,6.9617509841918945,,,
7,3899,5.633791446685791,0.00022749093477614224,5.066451549530029,,,
7,3949,5.991492748260498,0.00032051868038251996,6.4881062507629395,,,
7,3999,6.089984893798828,0.00032667460618540645,6.588066101074219,,,
7,4049,5.93328857421875,0.00024396777735091746,5.823779582977295,,,
7,4099,5.997768402099609,0.0003383815346751362,5.601869583129883,,,
7,4149,6.326045989990234,0.000269901764113456,5.4691548347473145,,,
7,4199,5.8976311683654785,0.0002690464607439935,6.092706203460693,,,
7,4249,5.566116809844971,0.0002707586099859327,6.75719690322876,,,
7,4287,,,,5.734428882598877,0.00028844631742686033,5.9446306228637695
8,4299,5.331075191497803,0.00028653308982029557,5.370566368103027,,,
8,4349,5.550353050231934,0.00024226232198998332,4.8702168464660645,,,
8,4399,5.371140956878662,0.00029691727831959724,4.899859428405762,,,
8,4449,5.990959167480469,0.00029115064535290003,6.896653175354004,,,
8,4499,5.629108428955078,0.00029290514066815376,6.778046131134033,,,
8,4549,5.6172919273376465,0.000271617085672915,6.241040229797363,,,
8,4599,5.306880474090576,0.0002444236015435308,4.960803985595703,,,
8,4649,5.749234199523926,0.0002690197143238038,5.426941394805908,,,
8,4699,5.916945934295654,0.00032587454188615084,6.504739284515381,,,
8,4749,5.426654815673828,0.00024324600235559046,6.590127468109131,,,
8,4799,5.695714473724365,0.00020403593953233212,6.2288079261779785,,,
8,4823,,,,5.638852119445801,0.00027625603252090514,5.877225399017334
9,4849,4.8974761962890625,0.00035920069785788655,5.484432220458984,,,
9,4899,6.067565441131592,0.000270141928922385,5.464232444763184,,,
9,4949,5.753439903259277,0.00024854097864590585,6.06177282333374,,,
9,4999,6.042462348937988,0.0002533507940825075,4.895280838012695,,,
9,5049,5.020730018615723,0.00024188366660382599,5.0547075271606445,,,
9,5099,5.591432571411133,0.00025839844602160156,4.9955949783325195,,,
9,5149,5.3339409828186035,0.0002421772514935583,4.955536365509033,,,
9,5199,5.7439703941345215,0.00027529429644346237,5.374746799468994,,,
9,5249,5.369585990905762,0.00031405495246872306,5.504275321960449,,,
9,5299,5.276340961456299,0.00024514226242899895,5.532740116119385,,,
9,5349,5.399758815765381,0.00024022432626225054,6.457644462585449,,,
9,5359,,,,5.575662136077881,0.0002676685980986804,5.847915172576904
